employee_id,is_promoted
601,0
602,1
603,0
604,0
605,0
606,1
607,0
608,1
609,1
610,1
611,1
612,0
613,1
614,1
615,1
616,1
617,1
618,1
619,0
620,1
621,0
622,0
623,1
624,1
625,1
626,0
627,1
628,0
629,0
630,1
631,1
632,1
633,0
634,0
635,1
636,1
637,0
638,1
639,1
640,1
641,1
642,1
643,1
644,0
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,1
653,1
654,1
655,1
656,0
657,1
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,0
685,0
686,1
687,1
688,1
689,0
690,0
691,1
692,0
693,1
694,1
695,1
696,0
697,1
698,1
699,1
700,0
701,1
702,1
703,0
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,0
728,1
729,0
730,0
731,1
732,0
733,1
734,1
735,1
736,0
737,1
738,1
739,0
740,1
741,0
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,1
750,0
751,1
752,0
753,0
754,1
755,0
756,1
757,0
758,0
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,1
767,0
768,0
769,0
770,1
771,0
772,1
773,0
774,0
775,1
776,0
777,0
778,1
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,1
810,0
811,1
812,1
813,0
814,1
815,0
816,1
817,1
818,1
819,1
820,1
821,1
822,0
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,0
834,0
835,1
836,0
837,1
838,1
839,0
840,1
841,1
842,1
843,1
844,1
845,1
846,0
847,1
848,0
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,0
858,1
859,1
860,0
861,0
862,1
863,1
864,1
865,0
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,0
874,1
875,1
876,1
877,0
878,1
879,0
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,0
890,1
891,0
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,1
900,1
901,1
902,1
903,0
904,0
905,1
906,1
907,1
908,1
909,0
910,1
911,1
912,1
913,0
914,0
915,1
916,0
917,0
918,1
919,1
920,1
921,0
922,1
923,1
924,0
925,1
926,0
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,1
945,1
946,1
947,0
948,1
949,1
950,0
951,1
952,0
953,0
954,1
955,1
956,1
957,1
958,0
959,0
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,1
968,1
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,1
982,0
983,0
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,1
994,1
995,0
996,0
997,0
998,1
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,1
1029,1
1030,1
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,0
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,0
1054,1
1055,1
1056,0
1057,1
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,0
1070,1
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,1
1078,0
1079,1
1080,0
1081,1
1082,1
1083,1
1084,0
1085,0
1086,1
1087,0
1088,1
1089,0
1090,0
1091,0
1092,1
1093,0
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,1
1101,0
1102,1
1103,0
1104,0
1105,1
1106,1
1107,1
1108,1
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,0
1120,1
1121,0
1122,1
1123,0
1124,1
1125,1
1126,0
1127,1
1128,1
1129,0
1130,1
1131,0
1132,1
1133,1
1134,0
1135,1
1136,1
1137,0
1138,0
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,1
1149,1
1150,0
1151,0
1152,1
1153,0
1154,1
1155,1
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,1
1171,1
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,0
1190,1
1191,0
1192,1
1193,1
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,0
1202,1
1203,1
1204,1
1205,1
1206,0
1207,0
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,0
1216,1
1217,1
1218,0
1219,1
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,1
1227,0
1228,1
1229,1
1230,0
1231,0
1232,1
1233,1
1234,0
1235,0
1236,1
1237,0
1238,1
1239,0
1240,1
1241,0
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,0
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,0
1269,0
1270,1
1271,0
1272,1
1273,0
1274,0
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,1
1284,1
1285,0
1286,0
1287,1
1288,0
1289,1
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,0
1299,1
1300,1
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,0
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,0
1322,1
1323,1
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,1
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,0
1351,0
1352,1
1353,1
1354,0
1355,0
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,0
1363,1
1364,0
1365,0
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,1
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,1
1384,0
1385,0
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,1
1402,0
1403,0
1404,1
1405,0
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,0
1413,1
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,0
1421,0
1422,1
1423,1
1424,0
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,0
1438,0
1439,1
1440,1
1441,0
1442,0
1443,0
1444,1
1445,0
1446,1
1447,1
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,0
1455,1
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,0
1465,1
1466,0
1467,1
1468,1
1469,1
1470,1
1471,0
1472,1
1473,1
1474,0
1475,1
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,1
1509,0
1510,1
1511,0
1512,0
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,1
1521,0
1522,0
1523,1
1524,0
1525,0
1526,1
1527,0
1528,1
1529,1
1530,0
1531,1
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,1
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,0
1559,0
1560,0
1561,1
1562,0
1563,1
1564,1
1565,0
1566,1
1567,0
1568,1
1569,1
1570,0
1571,1
1572,0
1573,1
1574,0
1575,1
1576,0
1577,0
1578,1
1579,1
1580,1
1581,0
1582,0
1583,1
1584,1
1585,1
1586,0
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,0
1629,1
1630,1
1631,0
1632,1
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,0
1642,1
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,1
1651,0
1652,0
1653,1
1654,0
1655,0
1656,0
1657,1
1658,1
1659,1
1660,0
1661,0
1662,1
1663,0
1664,1
1665,0
1666,1
1667,1
1668,0
1669,1
1670,1
1671,0
1672,1
1673,1
1674,0
1675,0
1676,1
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,0
1684,1
1685,1
1686,0
1687,0
1688,1
1689,1
1690,1
1691,0
1692,0
1693,0
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,0
1704,0
1705,1
1706,1
1707,1
1708,0
1709,0
1710,1
1711,1
1712,0
1713,0
1714,1
1715,1
1716,0
1717,1
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,0
1730,1
1731,0
1732,1
1733,0
1734,0
1735,0
1736,1
1737,1
1738,0
1739,1
1740,0
1741,0
1742,0
1743,1
1744,1
1745,1
1746,0
1747,0
1748,1
1749,1
1750,1
1751,1
1752,0
1753,0
1754,0
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0
1762,1
1763,0
1764,0
1765,1
1766,1
1767,0
1768,0
1769,0
1770,0
1771,1
1772,1
1773,0
1774,0
1775,1
1776,1
1777,0
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,0
1785,1
1786,0
1787,1
1788,0
1789,1
1790,1
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,1
1799,0
1800,0
1801,0
1802,1
1803,1
1804,0
1805,0
1806,1
1807,1
1808,0
1809,1
1810,0
1811,1
1812,0
1813,0
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,1
1824,1
1825,0
1826,1
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,1
1838,1
1839,0
1840,0
1841,1
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,1
1849,0
1850,0
1851,1
1852,1
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,1
1878,0
1879,0
1880,1
1881,0
1882,0
1883,1
1884,1
1885,1
1886,0
1887,0
1888,1
1889,0
1890,1
1891,0
1892,0
1893,0
1894,1
1895,0
1896,1
1897,0
1898,1
1899,1
1900,0
1901,0
1902,0
1903,1
1904,0
1905,0
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,0
1921,1
1922,0
1923,1
1924,0
1925,1
1926,1
1927,0
1928,0
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,1
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,1
1956,0
1957,1
1958,1
1959,0
1960,1
1961,1
1962,1
1963,1
1964,0
1965,1
1966,0
1967,0
1968,1
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,1
1978,1
1979,1
1980,0
1981,0
1982,1
1983,0
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,1
2000,1
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,1
2028,0
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,0
2084,0
2085,0
2086,0
2087,0
2088,1
2089,1
2090,1
2091,1
2092,1
2093,0
2094,1
2095,1
2096,1
2097,1
2098,0
2099,1
2100,0
2101,0
2102,0
2103,1
2104,0
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,0
2113,0
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,1
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,1
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,1
2155,1
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,1
2163,1
2164,0
2165,0
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,0
2186,0
2187,1
2188,1
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,1
2208,1
2209,1
2210,0
2211,0
2212,0
2213,1
2214,0
2215,0
2216,0
2217,1
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,1
2225,0
2226,0
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,1
2241,0
2242,1
2243,1
2244,0
2245,0
2246,1
2247,0
2248,0
2249,0
2250,0
2251,1
2252,0
2253,1
2254,0
2255,1
2256,0
2257,1
2258,0
2259,0
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,1
2274,0
2275,1
2276,0
2277,0
2278,0
2279,0
2280,0
2281,1
2282,1
2283,1
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,1
2304,0
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,1
2312,0
2313,0
2314,1
2315,1
2316,0
2317,0
2318,0
2319,0
2320,0
2321,1
2322,0
2323,1
2324,1
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,1
2338,0
2339,0
2340,1
2341,1
2342,1
2343,0
2344,0
2345,1
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,1
2355,0
2356,0
2357,0
2358,1
2359,1
2360,1
2361,1
2362,0
2363,1
2364,0
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,0
2378,1
2379,0
2380,0
2381,0
2382,1
2383,0
2384,1
2385,0
2386,0
2387,0
2388,1
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,1
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,1
2420,0
2421,0
2422,0
2423,1
2424,1
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,1
2438,1
2439,0
2440,1
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,0
2456,1
2457,0
2458,0
2459,0
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,1
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,1
2483,1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,1
2504,0
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,1
2527,0
2528,0
2529,0
2530,1
2531,0
2532,0
2533,1
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,1
2544,1
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,0
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,0
2577,0
2578,0
2579,0
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,0
2593,0
2594,0
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,0
2602,1
2603,1
2604,0
2605,0
2606,1
2607,0
2608,1
2609,0
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,1
2617,0
2618,1
2619,1
2620,1
2621,1
2622,0
2623,0
2624,1
2625,1
2626,1
2627,1
2628,1
2629,1
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,0
2642,1
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,0
2668,1
2669,1
2670,1
2671,0
2672,0
2673,1
2674,1
2675,0
2676,0
2677,0
2678,1
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,1
2689,1
2690,1
2691,1
2692,0
2693,1
2694,0
2695,1
2696,1
2697,1
2698,1
2699,1
2700,0
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,1
2713,1
2714,1
2715,0
2716,0
2717,1
2718,0
2719,0
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,0
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,0
2756,1
2757,0
2758,1
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,1
2768,0
2769,1
2770,0
2771,1
2772,1
2773,1
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,0
2783,1
2784,0
2785,0
2786,1
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,0
2799,1
2800,1
2801,1
2802,0
2803,1
2804,1
2805,0
2806,1
2807,1
2808,0
2809,0
2810,0
2811,1
2812,0
2813,0
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,0
2874,1
2875,0
2876,1
2877,0
2878,1
2879,1
2880,1
2881,0
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,1
2890,0
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,1
2898,1
2899,0
2900,1
2901,1
2902,0
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,1
2921,1
2922,1
2923,1
2924,0
2925,1
2926,1
2927,0
2928,0
2929,0
2930,0
2931,1
2932,1
2933,1
2934,1
2935,0
2936,0
2937,1
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,1
2945,0
2946,1
2947,0
2948,1
2949,1
2950,1
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,0
2959,0
2960,1
2961,0
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,1
2973,1
2974,0
2975,1
2976,0
2977,1
2978,0
2979,1
2980,0
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,1
2995,0
